"zcta5","cbsa","cbsaname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2000 census","zcta5 to cbsa alloc factor"
"63070","41180","St. Louis, MO-IL","PEVELY",5807,1 
"63071","41180","St. Louis, MO-IL","RICHWOODS",1063,1 
"63072","41180","St. Louis, MO-IL","ROBERTSVILLE",2915,1 
"63074","41180","St. Louis, MO-IL","SAINT ANN",15399,1 
"63077","41180","St. Louis, MO-IL","SAINT CLAIR",11071,1 
"63080"," "," ","SULLIVAN",751,0.059 
"63080","41180","St. Louis, MO-IL","SULLIVAN",11913,0.941 
"63084","41180","St. Louis, MO-IL","UNION",13864,1 
"63087","22100","Farmington, MO","VALLES MINES",845,0.923 
"63087","41180","St. Louis, MO-IL","VALLES MINES",70,0.077 
"63088","41180","St. Louis, MO-IL","VALLEY PARK",8366,1 
"63089","41180","St. Louis, MO-IL","VILLA RIDGE",5690,1 
"63090","41180","St. Louis, MO-IL","WASHINGTON",20995,1 
"63091"," "," ","ROSEBUD",1085,0.884 
"63091","41180","St. Louis, MO-IL","ROSEBUD",143,0.116 
"63101","41180","St. Louis, MO-IL","SAINT LOUIS",1327,1 
"63102","41180","St. Louis, MO-IL","SAINT LOUIS",1311,1 
"63103","41180","St. Louis, MO-IL","SAINT LOUIS",4603,1 
"63104","41180","St. Louis, MO-IL","SAINT LOUIS",19088,1 
"63105","41180","St. Louis, MO-IL","CLAYTON",14490,1 
"63106","41180","St. Louis, MO-IL","SAINT LOUIS",10553,1 
"63107","41180","St. Louis, MO-IL","SAINT LOUIS",16313,1 
"63108","41180","St. Louis, MO-IL","SAINT LOUIS",20890,1 
"63109","41180","St. Louis, MO-IL","SAINT LOUIS",29264,1 
"63110","41180","St. Louis, MO-IL","SAINT LOUIS",20163,1 
"63111","41180","St. Louis, MO-IL","SAINT LOUIS",21583,1 
"63112","41180","St. Louis, MO-IL","SAINT LOUIS",22678,1 
"63113","41180","St. Louis, MO-IL","SAINT LOUIS",16101,1 
"63114","41180","St. Louis, MO-IL","OVERLAND",38479,1 
"63115","41180","St. Louis, MO-IL","SAINT LOUIS",25238,1 
"63116","41180","St. Louis, MO-IL","SAINT LOUIS",47017,1 
"63117","41180","St. Louis, MO-IL","RICHMOND HEIGHTS",9771,1 
"63118","41180","St. Louis, MO-IL","SAINT LOUIS",30222,1 
"63119","41180","St. Louis, MO-IL","WEBSTER GROVES",34416,1 
"63120","41180","St. Louis, MO-IL","SAINT LOUIS",13268,1 
"63121","41180","St. Louis, MO-IL","NORMANDY",29172,1 
"63122","41180","St. Louis, MO-IL","KIRKWOOD",38653,1 
"63123","41180","St. Louis, MO-IL","AFFTON",49680,1 
"63124","41180","St. Louis, MO-IL","LADUE",9819,1 
"63125","41180","St. Louis, MO-IL","LEMAY",33150,1 
"63126","41180","St. Louis, MO-IL","SAPPINGTON",15386,1 
"63127","41180","St. Louis, MO-IL","SAPPINGTON",4852,1 
"63128","41180","St. Louis, MO-IL","SAPPINGTON",29122,1 
"63129","41180","St. Louis, MO-IL","SOUTH COUNTY",51191,1 
"63130","41180","St. Louis, MO-IL","UNIVERSITY CITY",34424,1 
"63131","41180","St. Louis, MO-IL","DES PERES",16396,1 
"63132","41180","St. Louis, MO-IL","OLIVETTE",13731,1 
"63133","41180","St. Louis, MO-IL","SAINT LOUIS",8693,1 
"63134","41180","St. Louis, MO-IL","BERKELEY",14982,1 
"63135","41180","St. Louis, MO-IL","FERGUSON",21532,1 
"63136","41180","St. Louis, MO-IL","JENNINGS",53604,1 
"63137","41180","St. Louis, MO-IL","NORTH COUNTY",21217,1 
"63138","41180","St. Louis, MO-IL","NORTH COUNTY",21879,1 
"63139","41180","St. Louis, MO-IL","SAINT LOUIS",24364,1 
"63140","41180","St. Louis, MO-IL","BERKELEY",789,1 
"63141","41180","St. Louis, MO-IL","CREVE COEUR",20025,1 
"63143","41180","St. Louis, MO-IL","MAPLEWOOD",10978,1 
"63144","41180","St. Louis, MO-IL","BRENTWOOD",9072,1 
"63146","41180","St. Louis, MO-IL","WEST COUNTY",29760,1 
"63147","41180","St. Louis, MO-IL","SAINT LOUIS",13190,1 
"63301","41180","St. Louis, MO-IL","SAINT CHARLES",46052,1 
"63303","41180","St. Louis, MO-IL","SAINT CHARLES",41659,1 
"63304","41180","St. Louis, MO-IL","SAINT CHARLES",38383,1 
"63330"," "," ","ANNADA",148,1 
"63332","41180","St. Louis, MO-IL","AUGUSTA",1163,1 
"63333"," "," ","BELLFLOWER",812,0.972 
"63333","41180","St. Louis, MO-IL","BELLFLOWER",23,0.028 
"63334"," "," ","BOWLING GREEN",7956,0.992 
"63334","41180","St. Louis, MO-IL","BOWLING GREEN",62,0.008 
"63336"," "," ","CLARKSVILLE",1092,1 
"63339"," "," ","CURRYVILLE",953,1 
"63341","41180","St. Louis, MO-IL","DEFIANCE",3154,1 
"63343"," "," ","ELSBERRY",39,0.009 
"63343","41180","St. Louis, MO-IL","ELSBERRY",4521,0.991 
"63344"," "," ","EOLIA",973,0.702 
"63344","41180","St. Louis, MO-IL","EOLIA",413,0.298 
"63345","33020","Mexico, MO","FARBER",512,1 
"63347","41180","St. Louis, MO-IL","FOLEY",2623,1 
"63348","41180","St. Louis, MO-IL","FORISTELL",4460,1 
"63349","41180","St. Louis, MO-IL","HAWK POINT",1335,1 
"63350"," "," ","HIGH HILL",551,1 
"63351"," "," ","JONESBURG",1177,0.738 
"63351","41180","St. Louis, MO-IL","JONESBURG",418,0.262 
"63352","25300","Hannibal, MO","LADDONIA",62,0.049 
"63352","33020","Mexico, MO","LADDONIA",1208,0.951 
"63353"," "," ","LOUISIANA",5244,1 
"63357","41180","St. Louis, MO-IL","LAKE SHERWOOD",4861,1 
"63359"," "," ","MIDDLETOWN",1358,0.948 
"63359","33020","Mexico, MO","MIDDLETOWN",40,0.028 
"63359","41180","St. Louis, MO-IL","MIDDLETOWN",35,0.024 
"63361"," "," ","MONTGOMERY CITY",3982,0.932 
"63361","27620","Jefferson City, MO","MONTGOMERY CITY",289,0.068 
"63362","41180","St. Louis, MO-IL","MOSCOW MILLS",4380,1 
"63363"," "," ","NEW FLORENCE",1575,0.956 
"63363","41180","St. Louis, MO-IL","NEW FLORENCE",73,0.044 
"63366","41180","St. Louis, MO-IL","SAINT PAUL",57519,1 
"63367","41180","St. Louis, MO-IL","LAKE SAINT LOUIS",8197,1 
"63369","41180","St. Louis, MO-IL","OLD MONROE",1978,1 
"63370","41180","St. Louis, MO-IL","OLNEY",41,1 
"63373","41180","St. Louis, MO-IL","PORTAGE DES SIOU",685,1 
"63376","41180","St. Louis, MO-IL","SAINT PETERS",68970,1 
"63377","41180","St. Louis, MO-IL","SILEX",2164,1 
"63379","41180","St. Louis, MO-IL","TROY",15290,1 
"63381"," "," ","TRUXTON",105,0.213 
"63381","41180","St. Louis, MO-IL","TRUXTON",389,0.787 
"63382"," "," ","VANDALIA",102,0.021 
"63382","25300","Hannibal, MO","VANDALIA",298,0.06 
"63382","33020","Mexico, MO","VANDALIA",4555,0.919 
"63383","41180","St. Louis, MO-IL","WARRENTON",12188,1 
"63384"," "," ","WELLSVILLE",1962,0.927 
"63384","27620","Jefferson City, MO","WELLSVILLE",21,0.01 
"63384","33020","Mexico, MO","WELLSVILLE",134,0.063 
"63385","41180","St. Louis, MO-IL","WENTZVILLE",13931,1 
"63386","41180","St. Louis, MO-IL","WEST ALTON",598,1 
"63387","41180","St. Louis, MO-IL","WHITESIDE",95,1 
"63388","27620","Jefferson City, MO","WILLIAMSBURG",636,1 
"63389","41180","St. Louis, MO-IL","WINFIELD",4580,1 
"63390","41180","St. Louis, MO-IL","WRIGHT CITY",6960,1 
"63401","25300","Hannibal, MO","HANNIBAL",21891,1 
"63430","22800","Fort Madison-Keokuk, IA-IL-MO","ALEXANDRIA",662,1 
"63431"," "," ","ANABEL",385,1 
"63432"," "," ","ARBELA",581,0.847 
"63432","22800","Fort Madison-Keokuk, IA-IL-MO","ARBELA",105,0.153 
"63433"," "," ","ASHBURN",56,1 
"63434"," "," ","BETHEL",500,0.994 
"63434","39500","Quincy, IL-MO","BETHEL",3,0.006 
"63435","22800","Fort Madison-Keokuk, IA-IL-MO","CANTON",370,0.087 
"63435","39500","Quincy, IL-MO","CANTON",3891,0.913 
"63436","25300","Hannibal, MO","CENTER",1309,1 
"63437"," "," ","CLARENCE",1632,1 
"63438","25300","Hannibal, MO","DURHAM",107,0.207 
"63438","39500","Quincy, IL-MO","DURHAM",411,0.793 
"63439"," "," ","EMDEN",153,0.769 
"63439","25300","Hannibal, MO","EMDEN",46,0.231 
"63440"," "," ","EWING",18,0.013 
"63440","25300","Hannibal, MO","EWING",175,0.122 
"63440","39500","Quincy, IL-MO","EWING",1241,0.865 
"63441"," "," ","FRANKFORD",1058,0.948 
"63441","25300","Hannibal, MO","FRANKFORD",58,0.052 
"63443"," "," ","HUNNEWELL",396,0.882 
"63443","25300","Hannibal, MO","HUNNEWELL",53,0.118 
"63445","22800","Fort Madison-Keokuk, IA-IL-MO","KAHOKA",4067,1 
"63446"," "," ","KNOX CITY",618,0.995 
"63446","39500","Quincy, IL-MO","KNOX CITY",3,0.005 
"63447","39500","Quincy, IL-MO","LA BELLE",1117,1 
"63448","39500","Quincy, IL-MO","LA GRANGE",1679,1 
"63450"," "," ","LENTNER",178,1 
"63451"," "," ","LEONARD",297,1 
"63452","39500","Quincy, IL-MO","LEWISTOWN",1197,1 
"63453","22800","Fort Madison-Keokuk, IA-IL-MO","LURAY",496,1 
"63454","25300","Hannibal, MO","MAYWOOD",497,0.572 
"63454","39500","Quincy, IL-MO","MAYWOOD",372,0.428 
"63456"," "," ","MONROE CITY",2537,0.603 
"63456","25300","Hannibal, MO","MONROE CITY",1671,0.397 
"63457","39500","Quincy, IL-MO","MONTICELLO",289,1 
"63458"," "," ","NEWARK",229,1 
"63459"," "," ","NEW LONDON",79,0.021 
"63459","25300","Hannibal, MO","NEW LONDON",3723,0.979 
"63460"," "," ","NOVELTY",344,1 
"63461","25300","Hannibal, MO","PALMYRA",5571,1 
"63462"," "," ","PERRY",229,0.159 
"63462","25300","Hannibal, MO","PERRY",1214,0.841 
"63463"," "," ","PHILADELPHIA",4,0.006 
"63463","25300","Hannibal, MO","PHILADELPHIA",639,0.994 
"63464"," "," ","PLEVNA",43,1 
"63465","22800","Fort Madison-Keokuk, IA-IL-MO","REVERE",508,1 
"63468"," "," ","SHELBINA",2949,1 
"63469"," "," ","SHELBYVILLE",1235,1 
"63471","25300","Hannibal, MO","TAYLOR",601,0.908 
"63471","39500","Quincy, IL-MO","TAYLOR",61,0.092 
"63472","22800","Fort Madison-Keokuk, IA-IL-MO","WAYLAND",511,1 
"63473","22800","Fort Madison-Keokuk, IA-IL-MO","WILLIAMSTOWN",67,0.238 
"63473","39500","Quincy, IL-MO","WILLIAMSTOWN",215,0.762 
"63474"," "," ","WYACONDA",12,0.019 
"63474","22800","Fort Madison-Keokuk, IA-IL-MO","WYACONDA",598,0.957 
"63474","39500","Quincy, IL-MO","WYACONDA",15,0.024 
"63501","28860","Kirksville, MO","KIRKSVILLE",21110,1 
"63530"," "," ","ATLANTA",987,1 
"63531"," "," ","BARING",563,1 
"63532"," "," ","BEVIER",1367,1 
"63533"," "," ","BRASHEAR",11,0.013 
"63533","28860","Kirksville, MO","BRASHEAR",819,0.987 
"63534"," "," ","CALLAO",816,0.971 
"63534","33620","Moberly, MO","CALLAO",24,0.029 
"63535"," "," ","COATSVILLE",7,0.073 
"63535","28860","Kirksville, MO","COATSVILLE",89,0.927 
"63536"," "," ","DOWNING",150,0.176 
"63536","28860","Kirksville, MO","DOWNING",701,0.824 
"63537"," "," ","EDINA",1910,1 
"63538"," "," ","ELMER",293,1 
"63539"," "," ","ETHEL",289,1 
"63540","28860","Kirksville, MO","GIBBS",160,1 
"63541","28860","Kirksville, MO","GLENWOOD",420,1 
"63543"," "," ","GORIN",412,1 
"63544"," "," ","GREEN CASTLE",501,0.575 
"63544","28860","Kirksville, MO","GREEN CASTLE",371,0.425 
"63545"," "," ","GREEN CITY",1175,1 
"63546"," "," ","GREENTOP",7,0.005 
"63546","28860","Kirksville, MO","GREENTOP",1409,0.995 
"63547"," "," ","HURDLAND",574,0.946 
"63547","28860","Kirksville, MO","HURDLAND",33,0.054 
"63548","28860","Kirksville, MO","LANCASTER",1255,1 
"63549"," "," ","LA PLATA",2353,0.91 
"63549","28860","Kirksville, MO","LA PLATA",232,0.09 
"63551"," "," ","LIVONIA",445,1 
"63552"," "," ","MACON",7868,1 
"63555"," "," ","MEMPHIS",3309,1 
"63556"," "," ","MILAN",3933,1 
"63557"," "," ","NEW BOSTON",278,1 
"63558"," "," ","NEW CAMBRIA",811,1 
"63559"," "," ","NOVINGER",66,0.045 
"63559","28860","Kirksville, MO","NOVINGER",1386,0.955 
"63560"," "," ","POLLOCK",278,1 
"63561","28860","Kirksville, MO","QUEEN CITY",1162,1 
"63563"," "," ","RUTLEDGE",551,1 
"63565"," "," ","UNIONVILLE",3948,1 
"63566"," "," ","WINIGAN",68,1 
"63567"," "," ","WORTHINGTON",145,1 
"63601","22100","Farmington, MO","DESLOGE",15604,1 
"63620"," "," ","ANNAPOLIS",1405,1 
"63621"," "," ","ARCADIA",1222,1 
"63622","41180","St. Louis, MO-IL","BELGRADE",904,1 
"63623"," "," ","BELLEVIEW",823,1 
"63624"," "," ","DESLOGE",162,0.045 
"63624","22100","Farmington, MO","DESLOGE",2959,0.826 
"63624","41180","St. Louis, MO-IL","DESLOGE",462,0.129 
"63625"," "," ","BLACK",538,1 
"63626","22100","Farmington, MO","BLACKWELL",89,0.627 
"63626","41180","St. Louis, MO-IL","BLACKWELL",53,0.373 
"63627"," "," ","BLOOMSDALE",2549,0.921 
"63627","41180","St. Louis, MO-IL","BLOOMSDALE",220,0.079 
"63628"," "," ","BONNE TERRE",137,0.012 
"63628","22100","Farmington, MO","BONNE TERRE",11349,0.973 
"63628","41180","St. Louis, MO-IL","BONNE TERRE",181,0.016 
"63629"," "," ","BUNKER",1416,1 
"63630","41180","St. Louis, MO-IL","CADET",4224,1 
"63631"," "," ","CALEDONIA",184,0.193 
"63631","41180","St. Louis, MO-IL","CALEDONIA",769,0.807 
"63633"," "," ","CENTERVILLE",712,1 
"63636"," "," ","DES ARC",684,1 
"63637","22100","Farmington, MO","DOE RUN",807,1 
"63638"," "," ","ELLINGTON",2910,1 
"63640"," "," ","FARMINGTON",1164,0.052 
"63640","22100","Farmington, MO","FARMINGTON",21420,0.948 
"63645"," "," ","MILLCREEK",10470,0.977 
"63645","22100","Farmington, MO","MILLCREEK",243,0.023 
"63648","22100","Farmington, MO","IRONDALE",102,0.075 
"63648","41180","St. Louis, MO-IL","IRONDALE",1253,0.925 
"63650"," "," ","IRON MOUNTAIN",4271,0.914 
"63650","22100","Farmington, MO","IRON MOUNTAIN",401,0.086 
"63653","22100","Farmington, MO","LEADWOOD",1045,1 
"63654"," "," ","LESTERVILLE",542,1 
"63655"," "," ","MARQUAND",1193,0.748 
"63655","16020","Cape Girardeau, MO-IL","MARQUAND",401,0.252 
"63656"," "," ","MIDDLE BROOK",470,1 
"63660","41180","St. Louis, MO-IL","MINERAL POINT",4155,1 
"63662","16020","Cape Girardeau, MO-IL","PATTON",1162,1 
"63663"," "," ","PILOT KNOB",585,1 
"63664","41180","St. Louis, MO-IL","POTOSI",8525,1 
"63665"," "," ","REDFORD",306,1 
"63670"," "," ","LAKE FOREST ESTA",11654,1 
"63673"," "," ","SAINT MARY",2042,1 
"63674","41180","St. Louis, MO-IL","TIFF",146,1 
"63675"," "," ","VULCAN",157,1 
"63701","16020","Cape Girardeau, MO-IL","CAPE GIRARDEAU",32331,1 
"63703","16020","Cape Girardeau, MO-IL","63703",9561,1 
"63730"," "," ","ADVANCE",2522,0.758 
"63730","16020","Cape Girardeau, MO-IL","ADVANCE",806,0.242 
"63732"," "," ","NEW WELLS",391,0.617 
"63732","16020","Cape Girardeau, MO-IL","NEW WELLS",243,0.383 
"63735"," "," ","BELL CITY",844,0.94 
"63735","43460","Sikeston, MO","BELL CITY",54,0.06 
"63736","43460","Sikeston, MO","BENTON",3211,1 
"63738"," "," ","BROWNWOOD",74,1 
"63739","16020","Cape Girardeau, MO-IL","BURFORDVILLE",621,1 
"63740","16020","Cape Girardeau, MO-IL","CHAFFEE",1087,0.199 
"63740","43460","Sikeston, MO","CHAFFEE",4379,0.801 
"63742","43460","Sikeston, MO","COMMERCE",110,1 
"63743","16020","Cape Girardeau, MO-IL","DAISY",46,1 
"63747","16020","Cape Girardeau, MO-IL","FRIEDHEIM",388,1 
"63748"," "," ","FROHNA",1127,1 
"63750","16020","Cape Girardeau, MO-IL","GIPSY",131,1 
"63751","16020","Cape Girardeau, MO-IL","GLENALLEN",1029,1 
"63753","16020","Cape Girardeau, MO-IL","GRASSY",259,1 
"63755","16020","Cape Girardeau, MO-IL","JACKSON",20710,1 
"63758","43460","Sikeston, MO","KELSO",208,1 
"63760","16020","Cape Girardeau, MO-IL","LEOPOLD",646,1 
"63763"," "," ","MC GEE",138,1 
"63764","16020","Cape Girardeau, MO-IL","SCOPUS",5784,1 
"63766","16020","Cape Girardeau, MO-IL","MILLERSVILLE",944,1 
"63767","43460","Sikeston, MO","MORLEY",787,1 
"63769","16020","Cape Girardeau, MO-IL","OAK RIDGE",1300,1 
"63770"," "," ","OLD APPLETON",7,0.061 
"63770","16020","Cape Girardeau, MO-IL","OLD APPLETON",108,0.939 
"63771"," "," ","ORAN",239,0.084 
"63771","16020","Cape Girardeau, MO-IL","ORAN",10,0.004 
"63771","43460","Sikeston, MO","ORAN",2603,0.913 
"63774","43460","Sikeston, MO","PERKINS",170,1 
"63775"," "," ","PERRYVILLE",15851,0.991 
"63775","16020","Cape Girardeau, MO-IL","PERRYVILLE",148,0.009 
"63780","16020","Cape Girardeau, MO-IL","SCOTT CITY",2,0 
"63780","43460","Sikeston, MO","SCOTT CITY",6522,1 
"63781","16020","Cape Girardeau, MO-IL","SEDGEWICKVILLE",1072,1 
"63782","16020","Cape Girardeau, MO-IL","STURDIVANT",375,1 
"63783"," "," ","UNIONTOWN",161,1 
"63784","43460","Sikeston, MO","VANDUSER",272,1 
"63785","16020","Cape Girardeau, MO-IL","WHITEWATER",871,1 
"63787"," "," ","ZALMA",61,0.089 
"63787","16020","Cape Girardeau, MO-IL","ZALMA",623,0.911 
"63801"," "," ","SIKESTON",2236,0.094 
"63801","43460","Sikeston, MO","SIKESTON",21543,0.906 
"63820"," "," ","ANNISTON",301,1 
"63821","28380","Kennett, MO","ARBYRD",999,1 
"63822"," "," ","BERNIE",2758,0.984 
"63822","28380","Kennett, MO","BERNIE",45,0.016 
"63823"," "," ","BERTRAND",1131,0.978 
"63823","43460","Sikeston, MO","BERTRAND",25,0.022 
"63824","43460","Sikeston, MO","BLODGETT",120,1 
"63825"," "," ","BLOOMFIELD",4429,1 
"63826"," "," ","BRAGGADOCIO",178,1 
"63827"," "," ","BRAGG CITY",1151,1 
"63828"," "," ","CANALOU",352,1 
"63829","28380","Kennett, MO","CARDWELL",1257,1 
"63830"," "," ","CARUTHERSVILLE",7680,1 
"63833"," "," ","CATRON",281,1 
"63834"," "," ","CHARLESTON",5633,0.931 
"63834","43460","Sikeston, MO","CHARLESTON",418,0.069 
"63837"," "," ","CLARKTON",10,0.006 
"63837","28380","Kennett, MO","CLARKTON",1700,0.994 
"63839"," "," ","COOTER",526,1 
"63841"," "," ","DEXTER",12887,1 
"63845"," "," ","EAST PRAIRIE",5853,1 
"63846"," "," ","ESSEX",1548,1 
"63847","28380","Kennett, MO","GIBSON",126,1 
"63848"," "," ","GIDEON",1533,1 
"63849"," "," ","GOBLER",83,0.366 
"63849","28380","Kennett, MO","GOBLER",144,0.634 
"63850"," "," ","GRAYRIDGE",54,1 
"63851"," "," ","HAYTI HEIGHTS",4622,1 
"63852"," "," ","HOLCOMB",29,0.019 
"63852","28380","Kennett, MO","HOLCOMB",1506,0.981 
"63853"," "," ","HOLLAND",277,1 
"63855","28380","Kennett, MO","HORNERSVILLE",1235,1 
"63857"," "," ","KENNETT",21,0.002 
"63857","28380","Kennett, MO","KENNETT",13129,0.998 
"63860"," "," ","KEWANEE",153,1 
"63862"," "," ","LILBOURN",1771,1 
"63863"," "," ","MALDEN",167,0.024 
"63863","28380","Kennett, MO","MALDEN",6788,0.976 
"63866"," "," ","MARSTON",658,1 
"63867"," "," ","MATTHEWS",1108,1 
"63868"," "," ","MOREHOUSE",1041,1 
"63869"," "," ","NEW MADRID",4175,1 
"63870"," "," ","PARMA",1347,1 
"63873"," "," ","PORTAGEVILLE",5175,1 
"63874"," "," ","RISCO",403,1 
"63876","28380","Kennett, MO","SENATH",2302,1 
"63877"," "," ","STEELE",3979,0.973 
"63877","28380","Kennett, MO","STEELE",109,0.027 
"63878"," "," ","TALLAPOOSA",229,1 
"63879"," "," ","HOMESTOWN",910,1 
"63880","28380","Kennett, MO","WHITEOAK",39,1 
"63882"," "," ","WYATT",530,1 
"63901"," "," ","POPLAR BLUFF",19,0.001 
"63901","38740","Poplar Bluff, MO","POPLAR BLUFF",32579,0.999 
"63932","38740","Poplar Bluff, MO","BROSELEY",1362,1 
"63933","28380","Kennett, MO","CAMPBELL",3776,1 
"63934"," "," ","CLUBB",93,1 
"63935"," "," ","POYNOR",9661,1 
"63936"," "," ","DUDLEY",949,1 
"63937"," "," ","ELLSINORE",2323,0.877 
"63937","38740","Poplar Bluff, MO","ELLSINORE",327,0.123 
"63938","38740","Poplar Bluff, MO","FAGUS",31,1 
"63939"," "," ","FAIRDEALING",1381,1 
"63940","38740","Poplar Bluff, MO","FISK",1377,1 
"63941"," "," ","FREMONT",536,1 
"63942"," "," ","GATEWOOD",672,1 
"63943"," "," ","GRANDIN",871,1 
"63944"," "," ","GREENVILLE",1252,1 
"63945","38740","Poplar Bluff, MO","HARVIELL",1171,1 
"63947"," "," ","HIRAM",262,1 
"63951"," "," ","LOWNDES",394,1 
"63952"," "," ","MILL SPRING",563,1 
"63953"," "," ","NAYLOR",1544,0.937 
"63953","38740","Poplar Bluff, MO","NAYLOR",104,0.063 
"63954"," "," ","NEELYVILLE",80,0.06 
"63954","38740","Poplar Bluff, MO","NEELYVILLE",1247,0.94 
"63955"," "," ","OXLY",263,1 
"63956"," "," ","PATTERSON",861,1 
"63957"," "," ","PIEDMONT",5520,1 
"63960"," "," ","PUXICO",3092,0.98 
"63960","16020","Cape Girardeau, MO-IL","PUXICO",64,0.02 
"63961","38740","Poplar Bluff, MO","QULIN",1647,1 
"63963"," "," ","SHOOK",125,1 
"63964"," "," ","SILVA",1098,1 
"63965"," "," ","VAN BUREN",2584,1 
"63966"," "," ","WAPPAPELLO",1899,0.779 
"63966","38740","Poplar Bluff, MO","WAPPAPELLO",538,0.221 
"63967"," "," ","WILLIAMSVILLE",1184,0.71 
"63967","38740","Poplar Bluff, MO","WILLIAMSVILLE",484,0.29 
"64001","28140","Kansas City, MO-KS","ALMA",652,1 
"64011","28140","Kansas City, MO-KS","BATES CITY",3214,0.891 
"64011","47660","Warrensburg, MO","BATES CITY",392,0.109 
"64012","28140","Kansas City, MO-KS","BELTON",25498,1 
"64014","28140","Kansas City, MO-KS","BLUE SPRINGS",22841,1 
"64015","28140","Kansas City, MO-KS","LAKE TAPAWINGO",28878,1 
"64016","28140","Kansas City, MO-KS","BUCKNER",4077,1 
"64017","28140","Kansas City, MO-KS","CAMDEN",487,1 
"64018","28140","Kansas City, MO-KS","CAMDEN POINT",913,1 
"64019","47660","Warrensburg, MO","CENTERVIEW",2220,1 
"64020","28140","Kansas City, MO-KS","CONCORDIA",3293,0.931 
"64020","32180","Marshall, MO","CONCORDIA",16,0.005 
"64020","47660","Warrensburg, MO","CONCORDIA",227,0.064 
"64021","28140","Kansas City, MO-KS","CORDER",785,1 
"64022","28140","Kansas City, MO-KS","DOVER",145,1 
"64024","28140","Kansas City, MO-KS","EXCELSIOR SPRING",16144,1 
"64029","28140","Kansas City, MO-KS","GRAIN VALLEY",8305,1 
"64030","28140","Kansas City, MO-KS","GRANDVIEW",24874,1 
"64034","28140","Kansas City, MO-KS","LAKE WINNEBAGO",5928,1 
"64035"," "," ","HARDIN",30,0.028 
"64035","28140","Kansas City, MO-KS","HARDIN",1036,0.972 
"64036","28140","Kansas City, MO-KS","HENRIETTA",474,1 
"64037","28140","Kansas City, MO-KS","HIGGINSVILLE",6087,0.998 
"64037","47660","Warrensburg, MO","HIGGINSVILLE",11,0.002 
"64040","47660","Warrensburg, MO","HOLDEN",6050,1 
"64048","28140","Kansas City, MO-KS","HOLT",4006,1 
"64050","28140","Kansas City, MO-KS","INDEPENDENCE",23436,1 
"64052","28140","Kansas City, MO-KS","INDEPENDENCE",21017,1 
"64053","28140","Kansas City, MO-KS","INDEPENDENCE",5762,1 
"64054","28140","Kansas City, MO-KS","SUGAR CREEK",4153,1 
"64055","28140","Kansas City, MO-KS","INDEPENDENCE",34006,1 
"64056","28140","Kansas City, MO-KS","INDEPENDENCE",15357,1 
"64057","28140","Kansas City, MO-KS","INDEPENDENCE",11050,1 
"64058","28140","Kansas City, MO-KS","INDEPENDENCE",6018,1 
"64060","28140","Kansas City, MO-KS","KEARNEY",9645,1 
"64061","28140","Kansas City, MO-KS","KINGSVILLE",129,0.048 
"64061","47660","Warrensburg, MO","KINGSVILLE",2536,0.952 
"64062","28140","Kansas City, MO-KS","LAWSON",5788,1 
"64063","28140","Kansas City, MO-KS","LAKE LOTAWANA",20186,1 
"64064","28140","Kansas City, MO-KS","LEES SUMMIT",11265,1 
"64066","28140","Kansas City, MO-KS","LEVASY",87,1 
"64067","28140","Kansas City, MO-KS","LEXINGTON",5780,1 
"64068","28140","Kansas City, MO-KS","PLEASANT VALLEY",33068,1 
"64070","28140","Kansas City, MO-KS","LONE JACK",2224,0.923 
"64070","47660","Warrensburg, MO","LONE JACK",186,0.077 
"64071","28140","Kansas City, MO-KS","MAYVIEW",745,1 
"64072","28140","Kansas City, MO-KS","MISSOURI CITY",133,1 
"64074","28140","Kansas City, MO-KS","NAPOLEON",569,1 
"64075","28140","Kansas City, MO-KS","OAK GROVE",9108,1 
"64076","28140","Kansas City, MO-KS","ODESSA",8468,0.959 
"64076","47660","Warrensburg, MO","ODESSA",363,0.041 
"64077","28140","Kansas City, MO-KS","ORRICK",1978,1 
"64078","28140","Kansas City, MO-KS","PECULIAR",6929,1 
"64079","28140","Kansas City, MO-KS","PLATTE CITY",8284,1 
"64080","28140","Kansas City, MO-KS","PLEASANT HILL",9896,1 
"64081","28140","Kansas City, MO-KS","LEES SUMMIT",18042,1 
"64082","28140","Kansas City, MO-KS","LEES SUMMIT",5651,1 
"64083","28140","Kansas City, MO-KS","RAYMORE",12785,1 
"64084","28140","Kansas City, MO-KS","RAYVILLE",1447,1 
"64085","28140","Kansas City, MO-KS","RICHMOND",8840,1 
"64086","28140","Kansas City, MO-KS","LEES SUMMIT",19727,1 
"64088","28140","Kansas City, MO-KS","SIBLEY",1443,1 
"64089","28140","Kansas City, MO-KS","SMITHVILLE",7928,1 
"64090","28140","Kansas City, MO-KS","STRASBURG",112,1 
"64093","47660","Warrensburg, MO","WARRENSBURG",24252,1 
"64096","28140","Kansas City, MO-KS","WAVERLY",1132,0.98 
"64096","32180","Marshall, MO","WAVERLY",23,0.02 
"64097","28140","Kansas City, MO-KS","WELLINGTON",1515,1 
"64098","28140","Kansas City, MO-KS","WESTON",2943,1 
"64101","28140","Kansas City, MO-KS","KANSAS CITY",335,1 
"64105","28140","Kansas City, MO-KS","KANSAS CITY",2719,1 
"64106","28140","Kansas City, MO-KS","KANSAS CITY",6142,1 
